,id,names,address,area code,phone,web,description,category,city,link,openstreetmap,lat,long,latlong
68,69,Federación Nacional De Remo Y Canotaje De Guatemala,26 Cl 9-31 Zona 5,502.0,23393376,https://www.remoycanotajegt.com/,Remo ,Remo ,Guatemala - Guatemala,"https://www.google.com/maps/place/FEDERACION+NACIONAL+DE+REMO+Y+CANOTAJE+DE+GUATEMALA/@14.6239765,-90.5197708,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a23a750d5793:0x5dff10b416461df2!8m2!3d14.6239767!4d-90.511016","geo:14.62404,-90.51091?z=18",14.62404,-90.51091,"(14.62404, -90.51091)"
69,70,Federación Nacional De Voleibol,Gimnasio 7 De Diciembre Zona 5,502.0,24344006,https://www.fedevoleibolguate.gt/,Voleibol,Voleibol,Guatemala - Guatemala,"https://www.google.com/maps/place/Federacion+Nacional+de+Voleibol/@14.6230628,-90.5196608,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a237628abf63:0xdc2063ead9bb3ad4!8m2!3d14.623063!4d-90.510906","geo:14.62322,-90.51100?z=18",14.62322,-90.511,"(14.62322, -90.511)"
70,71,Federación Nacional de Gimnasia,"Edificio Polideportivo, Cdad. de Guatemala, Guatemala",502.0,23319757,https://www.federaciondegimnasiaguatemala.com/,Gimnasia,Gimnasia,,"https://www.google.com/maps/place/Federaci%C3%B3n+Nacional+De+Gimnasia/@14.6216185,-90.5149467,16.16z/data=!4m8!1m2!2m1!1sfederacion+!3m4!1s0x8589a23742428fcd:0xcd89f2306671c34f!8m2!3d14.6222843!4d-90.5105022","geo:14.62236,-90.51039?z=18",14.62236,-90.51039,"(14.62236, -90.51039)"
71,72,Federación Nacional de Tenis de Mesa,"Edificio Polideportivo, Cdad. de Guatemala, Guatemala",502.0,22960349,http://fntmg.com.gt/,Tenis de mesa,Tenis de mesa,,"https://www.google.com/maps/place/Federaci%C3%B3n+Nacional+de+Tenis+de+Mesa+de+Guatemala/@14.620465,-90.5134663,16.16z/data=!4m8!1m2!2m1!1sfederacion+!3m4!1s0x0:0x383e3267a71c2a48!8m2!3d14.6222859!4d-90.5097847","geo:14.62233,-90.50977?z=18",14.62233,-90.50977,"(14.62233, -90.50977)"
72,73,Federación Nacional de Billar,Estadio Doroteo Guamuch Flores,502.0,22500749,https://www.asobigua.org.gt/,Billar,Billar,,"https://www.google.com/maps/place/Estadio+Doroteo+Guamuch+Flores/@14.6204648,-90.5182988,15z/data=!4m8!1m2!2m1!1sfederacion+nacional+de+billar!3m4!1s0x0:0x1902c611b6c0d6b4!8m2!3d14.6257195!4d-90.5101749","geo:14.62580,-90.51085?z=18",14.6258,-90.51085,"(14.6258, -90.51085)"
73,74,FemmeFit,Diagonal 6 13-01 z. 10 Rooftop 2º nivel C.C Oakland Mall,502.0,51161142,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.59865,-90.50728?z=19",14.59865,-90.50728,"(14.59865, -90.50728)"
74,75,FemmeFit,"27 avenida 6-40 z.11 C.C Majadas Once, 2º nivel",502.0,51161256,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.62047,-90.56196?z=19",14.62047,-90.56196,"(14.62047, -90.56196)"
75,76,FemmeFit,"Av. Las Américas 14-28 z.13 Plaza Américas, local 101",502.0,51165692,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.58331,-90.52200?z=19",14.58331,-90.522,"(14.58331, -90.522)"
76,77,FemmeFit,"Boulevard Vista Hermosa II 2ª calle 17-88 z.15, Plaza Pacific, 2º nivel",502.0,51162599,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.59538,-90.49606?z=19",14.59538,-90.49606,"(14.59538, -90.49606)"
77,78,FemmeFit,"23 calle 14-50 z.4 Mixco C.C. Plaza Kalú, sótano 1",502.0,51165367,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.65100,-90.53983?z=19",14.651,-90.53983,"(14.651, -90.53983)"
78,79,FemmeFit,"Km. 9.5 Carretera a Muxbal, Vistas Muxbal Plaza, local 111",502.0,51167603,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.55917,-90.47301?z=17",14.55917,-90.47301,"(14.55917, -90.47301)"
79,80,FemmeFit,"Boulevard San Cristobal I, 3ª calle 9-32 Sector A-2 zona 8 Mixco, Plaza Blú 2º nivel",502.0,51161798,https://femmefitstudio.com/,"En Femmefit nos especializamos en entrenamiento funcional para mujeres. Ofrecemos un programa completo basado en las más nuevas y efectivas tendencias de la industria del fitness, complementado con asesoría nutricional por expertas.",Funcional,,,"geo:14.60876,-90.58926?z=19",14.60876,-90.58926,"(14.60876, -90.58926)"
80,81,Fight Club,24 ave 47-64 zona 12 Prados de Monte Maria,502.0,45220530,https://www.facebook.com/fightclub.guatemala,"La cualidad dual de Fight Club Guatemala le define como un ejército y una familia donde cada miembro es valioso y estimado; desde el más pequeño, hasta el más grande. El sentido de pertenencia y la solidaridad que se vive en Fight Club es singular.

Fight Club Guatemala es una organización de Artes Marciales Mixtas establecida en diciembre de 1,999, como una sucursal de Grizzly Gym International.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/Fight+Club+Guatemala/@14.5672602,-90.568837,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a12b0cd170bd:0x1a75963f47c7d756!8m2!3d14.5672604!4d-90.5600822","geo:14.56723,-90.56008?z=17",14.56723,-90.56008,"(14.56723, -90.56008)"
81,82,Fitness One - Cayalá,Diagonal 35 Boulevard Austriaco 16-25 Zona 16 Cardales de Cayalá.,502.0,24914333,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.","Pesas, Natacion",Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Cayal%C3%A1/@14.6119898,-90.491354,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2fdf1226043:0x6da0ebba1157c760!8m2!3d14.61199!4d-90.4825992","geo:14.61204,-90.48306?z=19",14.61204,-90.48306,"(14.61204, -90.48306)"
82,83,Fitness One - Pradera,Boulevar Los Próceres 25-74 Zona 10,502.0,24236000,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.","Pesas, Natacion",Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Pradera/@14.5790628,-90.5032207,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a39b0f7c8021:0x16866d9858c90363!8m2!3d14.579063!4d-90.4944659","geo:14.57910,-90.49445?z=18",14.5791,-90.49445,"(14.5791, -90.49445)"
83,84,Fitness One - RUS,Calzada Roosevelt 12-76 zona 7 C.C. RUS,502.0,22262226,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.","Pesas, Natacion",Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+Roosevelt/@14.579021,-90.6345521,11z/data=!4m8!1m2!2m1!1sfitness+one+russ!3m4!1s0x8589a1e1ff2b1159:0xe4edae1d37a2440a!8m2!3d14.6224274!4d-90.5500643","geo:14.62265,-90.54988?z=18",14.62265,-90.54988,"(14.62265, -90.54988)"
84,85,Fitness One - Sankris Mall,3ra. Calle Sector A-3 Boulevard San Cristóbal 6-72 Zona 8 de Mixco,502.0,24244848,https://fitnessone.com.gt/,"Todo lo que necesitas para transformar tu vida y tu cuerpo, las mejores ubicaciones, personal capacitado para hacer del ejercicio parte de tu vida.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Fitness+One+San+Crist%C3%B3bal/@14.6114021,-90.606463,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a088632dc347:0xc6f01f942f9f226d!8m2!3d14.6114023!4d-90.5977082","geo:14.61146,-90.59780?z=19",14.61146,-90.5978,"(14.61146, -90.5978)"
85,86,Full Contact Studio,2 Calle 10-06 Zona 1,502.0,22326575,https://www.facebook.com/FullContactStudio/,Evaluacion Física y Supervision Constante sin Limite de tiempo,Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Gimnasio+Full+Contact+Studio/@14.6461472,-90.5173697,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2129b458345:0x99ed6bbb329ed060!8m2!3d14.6461474!4d-90.5086149","geo:14.64615,-90.50867?z=18",14.64615,-90.50867,"(14.64615, -90.50867)"
86,87,AERO Pole Fitness Studio,17 calle zona 10,502.0,47697911,https://www.facebook.com/aeropolefitness/about/?ref=page_internal,"AERO el mas completo Pole Fitness Studio en Guatemala, creado por Gaby Borrayo",Pole Fitness,Guatemala - Guatemala,"https://www.google.com/maps/place/15+Avenida+1216,+Cdad.+de+Guatemala,+Guatemala/@14.6122202,-90.5610531,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1a79a5251b1:0xf8ec51bec9502d90!8m2!3d14.6122204!4d-90.5522983","geo:14.58918,-90.50070?z=19",14.58918,-90.5007,"(14.58918, -90.5007)"
87,88,Futeca Gym - Miraflores,"22 avenida, 7ma. calle zona 11, Paseo Miraflores",502.0,22253200,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit",Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Gym+Miraflores/@14.620572,-90.5641941,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1afa18f4f01:0x8879dbc17cf60d37!8m2!3d14.6205722!4d-90.5554393","geo:14.62155,-90.55494?z=18",14.62155,-90.55494,"(14.62155, -90.55494)"
88,89,Futeca Gym - Naranjo,"23 calle 10-00 Zona 4 Condado Naranjo , local 240 Naranjo Mall",502.0,41001310,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit",Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+El+Naranjo/@14.6205693,-90.5904589,13z/data=!4m8!1m2!2m1!1sfuteca+gym+naranjo!3m4!1s0x8589a13e109e4db3:0xce0c3d218fc704b7!8m2!3d14.6507597!4d-90.5430967","geo:14.65299,-90.54055?z=19",14.65299,-90.54055,"(14.65299, -90.54055)"
89,90,Futeca Gym - Portales,"CA-9 Norte Rural al Atlántico, 3-20, zona 17. Centro Comercial Portales, Local 255. Parqueo 2do Nivel",502.0,22147100,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit",Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Portales+Guatemala/@14.6471278,-90.4904942,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a2858b795577:0x148c20c396c75cd8!8m2!3d14.647128!4d-90.4817394","geo:14.64728,-90.48187?z=18",14.64728,-90.48187,"(14.64728, -90.48187)"
90,91,Futeca Gym - Pradera Concepción,"Km. 15.5 Carretera a El Salvador, Finca Concepción interior C.C. Pradera Concepción, Santa Catarina Pinula",502.0,66339866,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit, Natacion",Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+Pradera+Concepci%C3%B3n/@14.5534248,-90.4616518,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a4b278ab1aa5:0xa25c7fabce00a124!8m2!3d14.553425!4d-90.452897","geo:14.55233,-90.45294?z=18",14.55233,-90.45294,"(14.55233, -90.45294)"
91,92,Futeca Gym - San Cristóbal,Blvd. Principal 19-65 sector B1 San Cristóbal zona 8 de Mixco,502.0,24796470,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit",Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+GYM+San+Cristobal/@14.5933628,-90.5866068,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0ebfd71da89:0xd449b29551590b92!8m2!3d14.593363!4d-90.577852","geo:14.59343,-90.57764?z=19",14.59343,-90.57764,"(14.59343, -90.57764)"
92,93,Futeca Gym - Zona 14,"10ma. Avenida 10-50 zona 14. Plaza Futeca, Local 21",502.0,22136900,https://futecagym.com/,"Futeca Gym, es un gimnasio que nace en el 2010. Enfocado en mejorar la calidad de vida de sus socios, a través del ejercicio, una buena alimentación y la creación de comunidades estrechas entre socios.","Pesas, Funcional, Baile, Crossfit",Guatemala - Guatemala,"https://www.google.com/maps/place/Futeca+Sport+Gym+Zona+14/@14.5933209,-90.7179382,11z/data=!4m8!1m2!2m1!1sfuteca+gym+zona+14!3m4!1s0x8589a3e8a508e5b3:0xebb704721f7b3be6!8m2!3d14.582708!4d-90.515705","geo:14.58306,-90.51556?z=19",14.58306,-90.51556,"(14.58306, -90.51556)"
93,94,Hacienda Nueva Country Club,Km 24.5 Ruta Nacional 18 San José Pinula Mataquescuintla,502.0,66281000,http://www.haciendanueva.gt,Club de golf,Golf,Guatemala - Guatemala,"https://www.google.com/maps/place/Hacienda+Nueva+Country+Club/@14.5392861,-90.4070474,15z/data=!3m1!4b1!4m5!3m4!1s0x8589bbbe7a914f37:0x741ebd72e7ab0aec!8m2!3d14.5392863!4d-90.3982926","geo:14.53787,-90.39726?z=19",14.53787,-90.39726,"(14.53787, -90.39726)"
94,95,Heroes Academy Guatemala,6a. avenida 3-39 zona 1,502.0,51322501,https://es-la.facebook.com/HeroesCompanyGT/,"Heroes Academy es una academia especializada y certificada internacionalmente por ""UPPSALA Loves Hip Hop"", de Suecia, en Street Dance. Lo mejor es que vas a encontrar clases de géneros urbanos como el Popping, Locking, Breaking, Krumping, House, Waacking, Vogue, Hip-Hop Old School y New Style, Jazz-Funk, Dancehall y Ragga Jam. ¡Te va a encantar!",Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/6A+Avenida+339,+Cdad.+de+Guatemala,+Guatemala/@14.6450358,-90.5141724,18.26z/data=!4m5!3m4!1s0x8589a211c87ab2e7:0xb073449578d1f21b!8m2!3d14.6452706!4d-90.5134782","geo:14.64938,-90.51292?z=18",14.64938,-90.51292,"(14.64938, -90.51292)"
95,96,In Motion Dance & Fitness Guatemala,"8a. Calle 28-00, zona 11 interior Parque Comercial Las Majadas Local 37",502.0,42263000,http://www.inmotiongt.com/,In Motion Dance & Fitness es un centro muy completo para aprender a bailar y a la vez para ejercitarte de una manera muy entretenida. Cuentan con 10 años de experiencia y ofrecen desde danza árabe hasta clases grupales de bachata o salsa. Lo mejor es que ofrecen la opción de pagar por clase para que pruebes las distintas disciplinas. Sin duda te va a encantar.,Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/In+Motion+Dance+%26+Fitness/@14.6216878,-90.5711508,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1ad46c4441d:0x13c6ecb7721cc2d5!8m2!3d14.621688!4d-90.562396","geo:14.62217,-90.56248?z=18",14.62217,-90.56248,"(14.62217, -90.56248)"
96,97,Invictus Performance Training,"8a. avenida 6-63, Zona 14",502.0,23671239,https://www.facebook.com/invictusperformance/,Crossfit,Crossfit,Guatemala - Guatemala,"https://www.google.com/maps/place/INVICTUS+Performance+Training/@14.5859324,-90.5220585,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3de053c6ac7:0xc2493d022bdedb0e!8m2!3d14.5859326!4d-90.5133037","geo:14.58590,-90.51316?z=19",14.5859,-90.51316,"(14.5859, -90.51316)"
97,98,Ka Synergy,9a. Calle 20-81 zona 14,502.0,23227777,http://guatemalakarate.com/,"Ka Synergy es un concepto de formación con artes marciales y fitness, para toda la familia. Hay programas apropiados para cada etapa del desarrollo.

Utilizamos la licencia Skillz y Hyper para nuestros programas de arte marcial dividiendo las etapas del desarrollo del alumno en edades y ventanas especificas",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/place/18+Calle+1551,+Cdad.+de+Guatemala,+Guatemala/@14.579892,-90.5329934,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e25be0dd29:0x9567f2eeea7625af!8m2!3d14.5798922!4d-90.5242386","geo:14.57362,-90.52064?z=17",14.57362,-90.52064,"(14.57362, -90.52064)"
98,99,Metro Bowl,Cl 2 Bul Vista Hermosa 15-93 Zona 15,502.0,22432424,http://www.metrobowl.com.gt,,Boliche,Guatemala - Guatemala,"https://www.google.com/maps/place/Metro+Bowl/@14.6010065,-90.5072849,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3b06925d9e5:0x20f5a30ed7a4d228!8m2!3d14.6010067!4d-90.4985301","geo:14.60103,-90.49829?z=19",14.60103,-90.49829,"(14.60103, -90.49829)"
99,100,Micheo Boxing by Futeca Oakland Mall,"Diagonal 6, 13-01 zona 10",502.0,23365569,https://www.facebook.com/MicheoBoxing/,"En Micheo Boxing by Futeca somos una academia de boxeo diferente, ya que brindamos un servicio personalizado y tenemos el aval de la Federación Nacional de Boxeo de Guatemala. Contamos con el equipo completo y las instalaciones adecuadas para ti.

Nuestro objetivo es crear una condición fisica. Que nuestros estudiantes aprendan a boxear. Mejorar su estilo de vida, resistencia y fuerza. Eliminar estres y % de grasa",Boxeo,Guatemala - Guatemala,"https://www.google.com/maps/place/Oakland+Mall/@14.6010038,-90.5335497,13z/data=!4m8!1m2!2m1!1soakland+mall!3m4!1s0x8589a3c793b98d83:0xeef9af0a626eb633!8m2!3d14.5987057!4d-90.5076063","geo:14.59845,-90.50686?z=19",14.59845,-90.50686,"(14.59845, -90.50686)"
100,101,Monkey Business Calisthenics,"15 Avenida y 4a. Calle 3-15, Zona 14",502.0,22136900,https://www.facebook.com/MonkeyBusinessCalisthenics/,"En Monkey Business Calisthenics verás forma segura y divertida de ejercitarse, en la cual se utiliza únicamente el peso corporal como resistencia en los entrenos. Los movimientos principales son pullups, push ups, dips, squats, handstands, jumps. Los cuales pueden evolucionar a movimientos más complejos como el muscle up, planche, human flag front y back lever, entre muchos otros.",Calistenia,Guatemala - Guatemala,"https://www.google.com/maps/place/Monkey+Business+Calisthenics/@14.58755,-90.5229046,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3e82d886539:0xf6473bed885a9f73!8m2!3d14.5875502!4d-90.5141498","geo:14.58326,-90.51504?z=18",14.58326,-90.51504,"(14.58326, -90.51504)"
101,102,New Time Crew,6 Avenida 3-39 Nivel 3 Zona 1,502.0,35102626,https://www.facebook.com/New-Time-Crew,"Compañía de danza que reside en Guatemala, que busca la integración de los estilos de danza para el movimiento, buscando la versatilidad en los géneros.",Baile,Guatemala - Guatemala,"https://www.google.com/maps/place/TrovaRock/@14.6456798,-90.515164,16.66z/data=!4m5!3m4!1s0x8589a211c620456f:0x2f1a04ae383afed5!8m2!3d14.6453673!4d-90.5133715","geo:14.64537,-90.51346?z=19",14.64537,-90.51346,"(14.64537, -90.51346)"
102,103,OB CrossFit,23 Calle 14-75 Zona 4,502.0,23330512,https://www.facebook.com/pages/OB-CrossFit/617814081698574?nr,"En OB CrossFit somos un centro de crossfit ubicado en Condado Naranjo de la Ciudad de Guatemala, contamos con las mejores instalaciones y el mejor equipo que hará que los resultados deseados se vean en muy poco tiempo.",Crossfit,Guatemala - Guatemala,"https://www.google.com/maps/place/OB+Crossfit/@14.65296,-90.547315,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1e40a909d0b:0x759a3f3cbc210ef6!8m2!3d14.6529602!4d-90.5385602","geo:14.65286,-90.53878?z=17",14.65286,-90.53878,"(14.65286, -90.53878)"
103,104,Okinawan Goju Ryu,Avenida Las Américas 17-16,502.0,23345697,http://okinawan-goju-ryu-guatemala.com/,"Okinawan Goju Ryu en Guatemala es dojo que desde 1987 enseña esta disciplina, dirigida por el Sensei Fernando Ramírez desde hace más de 23 años.

Sensei Ramirez obtuvo su cinta negra en 1977 bajo la guía y organización del Master Seikichi Toguchi, alumno directo de Master Chojun Miyagi. Sensei Ramirez viajó a Okinawa, China, India, Nepal. Aparte de karate, aprendió acupuntura y tai-chi-chuan estilo Chen.",Artes Marciales,Guatemala - Guatemala,"https://www.google.com/maps/search/Avenida+Las+Am%C3%A9ricas+17-16/@14.5773587,-90.5257858,17z/data=!3m1!4b1","geo:14.58211,-90.52243?z=18",14.58211,-90.52243,"(14.58211, -90.52243)"
104,105,Olé Flamenco En Guatemala,Centro Comercial San Cristobal,502.0,57707050,https://www.facebook.com/Ol%C3%A9-Escuela-de-Flamenco-en-Guatemala-115512448516923/,"Clases de flamenco y castañuelas para todas las edades en Guatemala. Ven a bailar, a vivir el flamenco, aprende a expresarte por medio del baile!",Baile,,"https://www.google.com/maps/place/Ol%C3%A9!+Escuela+De+Arte+Flamenco/@14.581349,-90.6327401,12z/data=!4m8!1m2!2m1!1sOl%C3%A9+Flamenco+guatemala!3m4!1s0x0:0x48c10e53e288ab31!8m2!3d14.5953161!4d-90.5795932","geo:14.59465,-90.57925?z=18",14.59465,-90.57925,"(14.59465, -90.57925)"
105,106,OM Yoga,6ta. Avenida 20-42 zona 10,502.0,23334310,http://www.omyogagt.com/home/,"Para OM Yoga, el yoga es el camino para evolucionar y dejar de sufrir. Vivimos en un mundo donde todo nos bloquea de la verdadera felicidad interna y al hacer yoga abrimos un espacio hacia nuevas posibilidades que nos da la vida.

Nuestro equipo está conformado por instructores y asistentes capacitados para asistirte y ayudarte en el camino que hoy inicias en OM. Cada profesor lleno de luz, está certificado en su estilo de yoga para servirte como un guía en tu práctica personal al entrar por las puertas de nuestro estudio.",Yoga,Guatemala - Guatemala,"https://www.google.com/maps/place/Om+Yoga+Vista+Hermosa/@14.5860981,-90.4960992,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3757baaa8cd:0x1ac7023aea730c30!8m2!3d14.5860983!4d-90.4873444","geo:14.59021,-90.51264?z=19",14.59021,-90.51264,"(14.59021, -90.51264)"
106,107,OM Yoga,Design Center,502.0,23334310,http://www.omyogagt.com/home/,"Para OM Yoga, el yoga es el camino para evolucionar y dejar de sufrir. Vivimos en un mundo donde todo nos bloquea de la verdadera felicidad interna y al hacer yoga abrimos un espacio hacia nuevas posibilidades que nos da la vida.

Nuestro equipo está conformado por instructores y asistentes capacitados para asistirte y ayudarte en el camino que hoy inicias en OM. Cada profesor lleno de luz, está certificado en su estilo de yoga para servirte como un guía en tu práctica personal al entrar por las puertas de nuestro estudio.",Yoga,,"https://www.google.com/maps/place/Om+Yoga+Guatemala/@14.5902727,-90.5215778,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a3eaa83ddb13:0xba0ec347c32568e6!8m2!3d14.5902729!4d-90.512823","geo:14.59915,-90.50880?z=19",14.59915,-90.5088,"(14.59915, -90.5088)"
107,108,Partido,2A. Calle 36-369 Z.7,502.0,24394388,https://www.facebook.com/apasionadosporlachamusk/about,,Futbol,Guatemala - Guatemala,"https://www.google.com/maps/place/Partido/@14.6349152,-90.5746497,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a0357fbd3415:0x3e641f851d80aae1!8m2!3d14.6349154!4d-90.5658949","geo:14.63492,-90.56557?z=17",14.63492,-90.56557,"(14.63492, -90.56557)"
108,109,Poltec - CC ASIA MALL (ROOSEVELT),Calzada Roosevelt 13-88,502.0,24743214,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Asia+Mall,+Calzada+Roosevelt+13-88,+Cdad.+de+Guatemala+01007,+Guatemala/@14.6234446,-90.5594861,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a1a4cd058b8d:0x28348cac76ef1734!8m2!3d14.6234313!4d-90.5508237","geo:14.62333,-90.55082?z=19",14.62333,-90.55082,"(14.62333, -90.55082)"
109,110,Poltec - CC EL FARO,"Km. 17.9 Carretera a San Jose Pinula, Centro Comercial Local 14, El Faro",502.0,66374927,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Megapaca+El+Faro/@14.5372688,-90.4627386,14.3z/data=!4m8!1m2!2m1!1skm+17.9+carretera+a+san+jose+pinula!3m4!1s0x8589bb49f3f35ab5:0x86aec38e86040e4b!8m2!3d14.5429823!4d-90.4452045","geo:14.54258,-90.44485?z=19",14.54258,-90.44485,"(14.54258, -90.44485)"
110,111,Poltec - CC GRAN PORTAL PETAPA,"45 Calle 19-40, zona 12, C. C. Gran Portal Petapa ",502.0,24603185,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Centro+Comercial+Gran+Portal+Petapa/@14.5700492,-90.5578678,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a13404349869:0xf607f0c6d8ac74e0!8m2!3d14.5700494!4d-90.549113","geo:14.57011,-90.54902?z=18",14.57011,-90.54902,"(14.57011, -90.54902)"
111,112,Poltec - CC METRONORTE,Km. 5 Carretera al Atlántico Zona 17,502.0,22560882,http://www.poltecgym.com/,"El ejercicio es parte importante de un estilo de vida saludable. El ejercicio previene los problemas de salud, desarrolla resistencia, brinda más energía y puede ayudar a reducir el estrés.",Pesas,Guatemala - Guatemala,"https://www.google.com/maps/place/Metronorte/@14.6473356,-90.4861922,15z/data=!3m1!4b1!4m5!3m4!1s0x8589a29a9335c127:0xc0f84c4f0197cc07!8m2!3d14.6473358!4d-90.4774374","geo:14.64714,-90.47784?z=19",14.64714,-90.47784,"(14.64714, -90.47784)"
